Age;Employ;Income;Debtinc;Creddebt;OthDebt;Education
28;6;33;20.5;1.1;5.67;Med
24;0;35;12.1;2.47;1.77;SupCom
20;0;44;3.9;1.07;0.65;Med
39;16;47;16.5;4.16;3.6;SupCom
38;11;145;18.5;1.45;25.38;SupCom
65;38;352;2.5;0.39;8.41;Med
56;34;215;13.9;14.37;15.51;Med
18;0;57;3.1;1.24;0.53;Med
20;0;18;9.5;0.16;1.55;Bas
62;4;27;13.2;1.73;1.84;Bas
39;13;112;21.2;4.63;19.11;Med
29;3;102;9.8;4.83;5.17;SupCom
30;4;46;3.9;1.26;0.54;SupCom
52;21;121;2.4;0.39;2.51;SupInc
48;19;326;10.6;21.18;13.37;Posg
20;2;42;3.1;0.89;0.41;Bas
34;7;33;7.5;1.88;0.6;SupCom
68;51;274;7;8.59;10.59;Bas
47;16;51;14.2;3.4;3.85;Bas
37;12;29;9.3;0.88;1.82;Med
36;9;35;0.8;0.09;0.19;Med
30;1;107;8.9;1.44;8.09;SupCom
24;0;21;13.7;1.38;1.5;Med
24;0;49;13.6;3.04;3.63;SupCom
31;0;34;4.2;0.71;0.71;Med
41;15;89;9.2;2.55;5.63;SupCom
19;0;25;24.7;1.23;4.95;Med
20;0;23;1;0.02;0.21;SupInc
30;8;65;9.2;2.45;3.53;Med
42;5;72;19.3;0.25;13.65;Med
27;5;34;1;0.06;0.28;Bas
24;0;38;1.6;0.03;0.57;SupCom
38;16;71;6.6;1.54;3.15;Med
24;7;29;13.6;0.64;3.3;Bas
48;7;80;3.7;0.79;2.17;Med
49;0;77;2;0.21;1.33;SupCom
18;0;29;25.9;2.39;5.12;Med
64;11;27;2.4;0.08;0.57;Med
19;3;22;10.9;0.47;1.93;Bas
49;2;36;23.6;2.66;5.84;SupInc
29;1;26;6.6;0.51;1.21;SupCom
28;3;64;9.4;1.03;4.98;Med
27;4;32;6.7;0.56;1.59;Med
24;0;40;8.6;1.2;2.24;SupCom
23;2;38;12.2;2.23;2.41;Bas
43;3;30;3.1;0.34;0.59;Posg
29;1;51;12.5;2.43;3.95;Posg
61;35;327;4.6;7.63;7.42;SupInc
22;0;20;6.5;0.6;0.7;SupCom
24;2;34;2.4;0.27;0.54;Med
30;8;65;8.8;1.92;3.8;SupInc
37;3;57;10.8;0.72;5.44;SupInc
27;4;36;14.7;1.46;3.83;Med
22;0;29;3.7;0.08;0.99;SupCom
28;1;77;0.2;0.06;0.1;Posg
31;11;41;2;0.34;0.48;Med
44;14;68;14.9;1.78;8.35;Bas
69;24;84;20.2;5.63;11.33;Med
26;5;42;10.6;2.13;2.32;Med
51;9;96;16.8;0.58;15.55;SupInc
20;0;77;9.6;3.85;3.54;SupInc
24;2;43;7.3;1.24;1.9;SupInc
53;17;59;0.5;0.03;0.26;Bas
29;0;28;4.7;0.14;1.18;Med
52;28;368;21.3;24.06;54.32;SupInc
28;4;20;21.1;0.57;3.65;SupInc
35;17;160;13.5;9.07;12.53;Med
20;0;27;10.3;0.39;2.39;Med
27;0;36;4.1;0.73;0.75;Posg
34;2;46;22.5;1.21;9.14;SupCom
46;13;84;9.9;1.71;6.6;Posg
36;4;101;6.7;2.09;4.68;SupCom
51;4;43;3.3;0.2;1.22;SupCom
39;20;52;19.7;2.33;7.92;Bas
33;4;24;27.7;3.2;3.44;SupCom
65;38;231;9.3;2.02;19.46;Med
35;10;263;4.9;9.27;3.62;SupInc
41;22;226;17.4;7.12;32.21;Med
23;0;33;1.7;0.24;0.32;SupInc
23;5;23;24.3;3.5;2.08;Bas
34;0;120;6.4;5.55;2.13;Posg
18;0;30;19.8;2.3;3.64;Med
29;3;26;7.8;0.46;1.57;Posg
38;13;204;19.5;15.43;24.35;SupCom
32;8;44;13.7;1.35;4.68;SupCom
34;12;58;19.9;2.49;9.05;Med
37;14;67;13.4;2.12;6.86;Bas
37;4;53;15.5;1.27;6.95;SupInc
37;4;30;4.6;0.71;0.67;SupInc
45;16;53;5.7;0.93;2.09;SupCom
48;4;57;12.1;2.46;4.43;SupInc
36;12;55;5.8;1.2;1.99;Bas
26;1;42;1.5;0.08;0.55;Med
60;31;170;8;8.77;4.83;Bas
37;2;31;9.6;1.54;1.44;Med
27;1;21;14.4;0.52;2.51;SupCom
26;6;46;9.8;0.34;4.17;Bas
32;7;34;10.7;0.52;3.12;SupInc
23;0;16;7.8;0.35;0.9;SupInc
58;18;54;4.2;0.82;1.45;SupInc
34;0;26;1.9;0.18;0.32;Bas
30;0;17;4.9;0.41;0.42;Med
25;2;52;7.7;1.07;2.93;SupInc
24;3;24;10.7;1.98;0.59;Med
34;1;40;17.6;1.68;5.36;SupCom
64;7;24;6.5;0.29;1.27;Bas
29;2;34;19;1.03;5.43;SupCom
21;1;29;0.9;0.02;0.24;Med
50;9;24;15.7;0.58;3.18;SupCom
25;0;29;15.7;1.83;2.73;SupCom
27;6;20;13.2;1.44;1.2;Med
25;4;41;18.4;2.01;5.54;SupInc
27;3;41;4.8;0.55;1.41;SupCom
26;4;31;5.5;0.25;1.45;Med
49;6;49;1.7;0.5;0.33;Med
41;0;39;29.1;2.16;9.19;SupInc
30;4;55;5.5;1.45;1.57;Med
37;16;43;5.6;0.64;1.77;Bas
34;9;62;8;0.4;4.56;Med
50;23;104;4.8;0.93;4.06;SupCom
28;4;58;12.6;2.48;4.83;SupInc
19;0;20;3.1;0.26;0.36;Med
25;0;31;3.9;0.37;0.84;SupCom
18;0;15;12.2;0.37;1.46;Med
24;0;32;5.6;0.25;1.54;SupCom
30;5;26;14.8;0.97;2.87;Med
36;1;55;19.6;6.36;4.42;Med
32;0;38;3.7;0.18;1.22;SupCom
41;2;94;7;1.16;5.42;SupCom
47;28;189;3.2;4.18;1.87;Med
57;26;78;5.8;1.24;3.28;Bas
26;4;34;19;0.67;5.79;Bas
34;6;65;14.4;4.98;4.38;SupCom
33;0;64;10.6;2.69;4.1;Med
53;9;97;22.3;9.21;12.42;Posg
61;20;91;4.3;1.26;2.65;Med
18;0;14;4.3;0.15;0.45;Med
21;0;18;12.1;0.59;1.59;SupInc
28;7;52;22.1;6.78;4.71;Bas
34;4;49;3.1;0.04;1.48;Med
20;2;16;4.7;0.25;0.5;Bas
34;11;54;10.6;3.12;2.6;Bas
22;0;14;2.5;0.26;0.09;SupInc
34;8;30;24.3;0.21;7.08;Med
18;0;18;13.1;0.92;1.44;Med
41;21;64;0.3;0.12;0.07;Med
46;4;67;3.4;0.76;1.52;Bas
21;0;20;2.2;0.1;0.34;Med
51;19;47;22.7;3.28;7.39;Med
27;0;25;22.9;1.09;4.64;Posg
35;15;30;21.3;1.28;5.11;Med
22;0;26;6;0.02;1.54;SupCom
65;38;143;11.1;1.17;14.7;Bas
43;5;27;21.2;2.83;2.9;SupInc
23;0;23;18;0.51;3.63;SupCom
66;43;152;9;5.06;8.62;Med
25;3;48;8.2;2.87;1.07;Med
35;0;84;3.4;1.18;1.67;SupCom
19;0;20;12.8;1.14;1.42;Med
25;1;20;6.9;0.43;0.95;SupCom
23;0;62;3;0.56;1.3;SupCom
23;2;40;21.2;2.65;5.83;SupInc
49;12;85;4.5;2.29;1.53;SupInc
45;6;59;10.6;3.8;2.45;SupCom
45;10;45;2.9;0.19;1.12;Med
32;6;31;5.2;0.38;1.23;SupCom
28;0;60;0.5;0.08;0.22;SupCom
44;22;131;7;0.83;8.34;SupInc
49;20;140;9.9;4.42;9.44;SupInc
19;0;19;4.4;0.06;0.77;Med
34;0;24;9.4;0.08;2.18;SupInc
51;2;34;7.2;1.77;0.68;SupInc
28;4;25;34.8;1.04;7.66;Med
51;20;512;6.5;6.82;26.46;SupCom
24;0;63;26.9;7.19;9.76;SupCom
41;9;87;4.4;0.78;3.05;Posg
23;0;35;15;0.4;4.85;SupCom
33;3;19;17.2;0.37;2.9;SupCom
42;18;176;5.6;3.91;5.94;Med
20;0;16;3.5;0.23;0.33;SupInc
27;3;26;2.6;0.09;0.58;Med
34;9;29;11.6;1.06;2.3;Med
20;0;34;12.9;0.9;3.49;Med
66;9;54;15.8;1.34;7.19;Med
19;0;20;12.7;1.22;1.32;Med
33;2;79;23.7;10.47;8.26;Posg
22;1;17;25.4;2.38;1.94;SupInc
40;5;43;23.9;3.69;6.59;Med
55;25;73;19.1;5.8;8.14;Posg
25;1;15;8.9;0.56;0.78;SupCom
23;0;30;6.9;0.55;1.52;SupInc
37;13;225;1.1;1.42;1.06;SupCom
18;0;21;6.6;0.08;1.31;Med
23;4;22;3.8;0.08;0.76;Med
27;2;55;11.7;0.54;5.89;Med
42;6;20;15.3;1.43;1.63;Posg
31;9;23;7.8;0.45;1.35;SupInc
33;9;34;12.7;3.16;1.16;Med
58;26;132;2.4;0.98;2.19;SupCom
58;24;138;3.9;2.86;2.52;SupInc
48;12;51;4.3;0.22;1.97;Med
26;2;55;11;4.69;1.36;Med
28;2;18;11.9;0.32;1.82;Posg
22;4;21;9;0.87;1.02;Bas
18;0;18;8;0.4;1.04;Med
57;4;61;2.3;0.11;1.29;Med
19;1;24;12.3;1.11;1.84;Med
31;4;36;22.4;0.15;7.91;SupCom
18;1;18;8;0.74;0.7;Bas
23;0;18;4;0.05;0.67;SupInc
19;0;14;8.2;0.38;0.77;Med
29;0;70;16.5;8.21;3.34;SupInc
29;8;39;11.6;3.26;1.27;SupInc
25;2;24;3;0.15;0.57;Med
18;0;24;0.9;0.13;0.09;Med
40;4;87;1.2;0.86;0.18;SupInc
31;11;36;4.7;0.13;1.57;Med
52;2;84;3.1;0.2;2.4;SupCom
37;18;39;26.9;5.46;5.04;Med
40;18;84;6.2;0.94;4.27;SupInc
18;0;17;11.9;0.17;1.86;Med
45;24;69;3.2;1.33;0.87;Bas
34;11;52;12.9;4.17;2.54;SupInc
19;0;21;12.6;1.23;1.42;Med
25;3;27;16.9;1.09;3.48;SupInc
53;30;220;12.9;2.81;25.57;Med
30;4;39;11.6;1.39;3.13;SupInc
49;23;178;19.4;5.59;28.94;Posg
21;2;23;3.5;0.25;0.55;Med
40;0;21;36.6;4.35;3.34;Med
18;0;23;11.5;0.66;1.98;Med
18;0;15;8;0.22;0.98;Med
34;10;50;5.3;0.58;2.07;Bas
33;5;27;20.6;1.09;4.47;SupCom
45;23;55;13.3;1.46;5.86;SupInc
40;15;111;9.6;1.88;8.78;SupCom
49;4;36;9.9;1.36;2.21;Bas
27;0;31;3.7;0.28;0.86;SupInc
52;26;77;28.6;5.26;16.76;Bas
23;1;30;18.2;1.37;4.09;Med
39;16;46;11.3;1.45;3.75;SupInc
20;0;28;9.8;0.66;2.09;Med
26;0;23;10.9;1.71;0.8;SupInc
62;23;124;23;19.05;9.47;SupCom
39;1;27;1.4;0.1;0.28;Med
26;5;47;21.7;6.14;4.06;Bas
35;15;66;3.3;1.05;1.12;Med
46;11;136;4.9;3.27;3.39;Posg
47;17;61;7.5;3.12;1.45;SupCom
56;3;38;18.7;3.72;3.39;Bas
21;0;33;9.1;1.05;1.95;SupInc
29;0;33;5.8;0.58;1.34;Med
28;3;53;5.7;1.57;1.45;Med
28;3;61;16.1;3.16;6.66;SupInc
30;4;30;10.8;1.03;2.21;Bas
20;1;22;10.1;0.14;2.08;Bas
24;0;29;9.6;1.04;1.75;SupCom
29;5;73;25.1;2.18;16.14;SupCom
19;0;15;9.5;0.4;1.03;Med
63;29;208;16.6;21.89;12.64;Med
39;17;90;6.8;3.45;2.67;Med
22;0;30;3.4;0.15;0.87;SupCom
30;2;34;11.6;1.39;2.55;Med
24;4;24;18;1.64;2.68;Bas
25;1;66;4.2;0.55;2.22;SupCom
22;2;39;4.7;0.5;1.33;Med
35;0;36;13.3;0.99;3.8;Posg
51;14;161;1.4;0.57;1.69;SupInc
65;0;57;6.2;1.68;1.86;Med
38;14;192;28.9;5.27;50.22;SupCom
28;8;24;24.6;4.07;1.83;Med
30;2;27;10.6;0.74;2.13;SupCom
22;0;46;8.6;1.76;2.19;SupCom
19;0;28;7.5;1.51;0.59;Med
48;24;66;4.4;0.32;2.58;SupCom
18;0;16;8.3;0.17;1.15;Med
29;1;39;10.3;2.98;1.03;Med
37;0;37;16.2;0.93;5.06;Med
23;0;73;0.7;0.25;0.26;SupCom
27;4;41;6.1;1.65;0.85;SupInc
38;10;63;12.2;2.76;4.93;SupCom
39;10;45;25;1.77;9.48;SupInc
28;4;48;24.3;3.34;8.33;SupCom
54;2;35;6.4;0.93;1.31;SupInc
39;12;98;1.6;0.16;1.41;SupCom
19;0;26;17.2;2.65;1.82;Med
71;2;23;10.1;1.44;0.89;Bas
24;4;21;3.8;0.36;0.44;Med
28;3;20;9;0.37;1.43;Med
21;4;15;7.3;0.05;1.04;Bas
36;8;42;3.1;0.75;0.55;Med
36;1;31;21;0.33;6.18;Med
23;0;20;8.4;0.24;1.44;Bas
28;3;25;18.8;1.16;3.54;SupInc
26;0;31;3.1;0.1;0.86;SupInc
36;3;45;3.3;0.47;1.02;Posg
32;2;55;10.6;1.43;4.4;SupCom
24;0;56;9.3;1.55;3.66;SupCom
19;0;55;7.9;0.61;3.73;Med
28;2;22;6.2;0.76;0.61;SupCom
40;1;32;18.6;3.4;2.55;Posg
33;6;121;15.1;3.31;14.96;Posg
34;0;23;6.8;0.69;0.88;SupInc
19;0;30;4;0.52;0.68;Med
44;17;107;13;3.83;10.08;Bas
29;1;36;9.3;1.42;1.93;Med
65;10;32;9.9;1.37;1.8;Bas
45;18;59;8.9;2.74;2.51;Med
33;4;79;12.6;8.55;1.4;Med
32;3;34;12.4;2.18;2.03;SupInc
32;5;67;8.4;3.38;2.25;SupCom
23;0;34;9.2;1.25;1.87;SupInc
25;0;60;8.4;1.25;3.79;Posg
22;0;23;6.2;0.35;1.08;SupCom
27;6;20;14.3;0.38;2.48;Bas
43;0;94;19.9;6.32;12.38;SupCom
53;26;249;5.8;7.58;6.86;SupCom
24;2;22;5.6;0.08;1.15;SupInc
43;13;62;24.2;8.07;6.93;Med
25;4;33;13.2;1.63;2.73;Bas
26;0;24;32;4.42;3.26;SupInc
18;0;34;16.3;1.87;3.67;Med
46;14;57;4.7;0.25;2.43;SupCom
46;22;160;15.5;9.92;14.88;SupCom
52;22;87;11.3;0.71;9.12;Med
35;3;54;11;1.16;4.78;SupInc
23;1;63;16.8;3.14;7.44;SupInc
33;7;33;6.9;0.68;1.6;Bas
18;0;28;8.1;0.84;1.42;Med
31;11;37;5.7;0.82;1.28;Med
30;4;62;14.8;1.53;7.64;SupInc
23;2;32;3;0.28;0.68;SupInc
42;1;50;9.6;2.6;2.2;Med
21;0;21;6.3;0.83;0.49;Med
35;15;55;10.2;3.37;2.24;Med
26;5;47;6.2;1.83;1.09;Med
75;50;460;19.6;26.69;63.47;SupCom
22;0;32;3.7;0.31;0.87;SupInc
19;0;21;5.6;0.14;1.04;Med
28;3;22;11.5;0.87;1.66;Med
22;0;45;13.6;1.87;4.25;SupInc
30;4;45;10;2.13;2.37;Med
24;0;53;16.1;5.09;3.44;SupCom
20;0;33;9.4;0.55;2.55;SupInc
38;18;53;5.2;1.2;1.55;Med
20;0;22;5.1;0.36;0.76;SupInc
28;0;57;12.4;4.52;2.54;Posg
23;0;25;4.2;0.16;0.89;SupInc
21;0;22;8.5;0.08;1.79;SupInc
23;0;28;3.1;0.34;0.53;SupCom
19;0;22;8.2;0.5;1.3;Med
26;3;33;2.7;0.53;0.36;Med
19;0;23;18.4;0.98;3.25;Med
24;5;37;5.7;0.48;1.63;Med
19;0;33;7.5;0.36;2.11;Med
34;9;34;32.1;2.39;8.52;SupCom
26;1;31;12.3;1.15;2.67;SupCom
63;17;103;12.3;3.47;9.2;Bas
31;7;30;1.9;0.17;0.4;SupInc
22;0;28;8.1;0.61;1.66;SupCom
34;6;41;7.5;1.09;1.98;Med
45;24;86;9.7;1.74;6.6;Med
22;0;31;10.1;0.7;2.44;SupInc
21;0;44;6.3;1.29;1.48;SupInc
65;21;42;1.6;0.29;0.38;Bas
24;0;17;9.2;0.31;1.25;SupInc
25;1;35;1.4;0.06;0.43;SupCom
32;3;56;13.2;1.53;5.86;SupCom
21;0;36;14.1;1.6;3.48;SupInc
23;0;34;17;2.16;3.62;SupCom
40;17;120;10.2;4.32;7.92;SupInc
44;2;50;2.8;0.52;0.88;Med
39;4;75;5.6;2.62;1.58;SupCom
26;3;18;12.9;0.4;1.92;SupInc
25;1;20;2.5;0.17;0.33;Med
28;8;40;9.8;1.36;2.56;Med
43;13;127;3;0.42;3.39;SupCom
28;6;112;3.4;0.38;3.43;Med
40;16;33;23.3;2.02;5.67;Bas
31;0;26;3.2;0.34;0.49;Bas
29;0;37;6.7;0.7;1.77;SupInc
54;13;105;13.6;1.63;12.65;Bas
42;9;49;7.3;1.15;2.43;SupCom
39;14;94;30.2;10.5;17.88;Med
36;10;101;13.1;7.24;5.99;SupInc
55;21;91;6.6;2.01;3.99;Posg
21;0;15;4.1;0.25;0.37;Med
49;3;28;6.9;0.85;1.09;SupInc
50;27;181;2.3;1.79;2.37;SupCom
22;0;55;27.4;6.22;8.85;SupCom
33;3;33;5.1;0.9;0.79;Med
39;9;78;4.1;0.35;2.85;SupCom
26;3;66;4;0.19;2.45;SupInc
23;5;48;18;1.05;7.59;Bas
19;0;31;10.6;0.99;2.29;Med
32;7;33;24.6;4.14;3.98;Med
19;0;19;5.4;0.37;0.65;Med
33;9;22;14.6;0.73;2.48;Bas
55;11;88;12.9;5.11;6.24;Posg
21;1;30;3.1;0.31;0.62;Med
47;10;39;6.7;0.22;2.39;Med
24;2;32;11;0.83;2.69;Med
25;5;36;2.7;0.53;0.44;Med
34;9;58;28.4;4.97;11.5;SupCom
67;7;58;11.4;1.59;5.03;Med
51;22;65;18.1;4.91;6.86;Med
45;26;100;7.5;1.7;5.81;Med
24;0;67;8.9;2.38;3.58;SupInc
46;23;99;3.2;1.81;1.36;Med
53;3;50;15.7;4.25;3.6;SupCom
28;1;175;19.4;7.03;26.92;SupCom
21;0;20;4;0.48;0.32;SupInc
28;2;47;12.1;0.43;5.25;SupCom
51;10;144;4.9;0.92;6.14;SupInc
27;1;38;8.2;0.62;2.5;SupCom
18;1;15;8.4;0.74;0.52;Bas
62;32;86;6.3;3.97;1.45;Bas
30;3;35;16.1;0.81;4.82;Med
19;0;21;8.1;0.69;1.01;Med
76;12;53;6.2;1.28;2.01;SupInc
22;0;19;7.4;0.78;0.63;SupCom
26;10;43;5.2;0.89;1.35;Bas
18;0;30;8.9;0.23;2.44;Med
30;3;23;6.5;0.28;1.22;SupInc
36;5;50;0.8;0.12;0.28;Med
30;5;36;4.7;0.77;0.92;Med
42;17;66;8.7;1.73;4.01;Med
18;0;30;3.8;0.57;0.57;Med
28;3;47;17.7;2.79;5.53;SupCom
48;22;196;10.5;7.41;13.17;Med
42;1;32;7.2;0.69;1.62;Bas
33;7;63;16.7;2.81;7.71;SupCom
26;1;35;7;1.21;1.24;SupCom
24;0;25;5.7;0.64;0.79;SupCom
39;4;84;3.4;0.41;2.45;SupCom
19;1;20;25.9;1.94;3.24;Med
18;0;27;6.1;0.92;0.73;Med
23;0;47;12.3;2.1;3.68;SupCom
23;5;26;5.3;0.14;1.24;Bas
30;1;26;8;1.18;0.9;SupInc
59;3;44;16.6;5.47;1.83;Bas
37;0;36;16.1;1.99;3.81;Bas
35;16;93;4.7;2.86;1.51;Bas
23;2;17;21.3;0.3;3.32;Med
52;2;48;5.4;1.4;1.19;SupCom
19;0;26;14.3;0.52;3.2;Med
70;33;150;13.3;5.17;14.78;Med
30;5;109;7.8;1.39;7.11;SupCom
40;17;72;7.3;0.95;4.31;Bas
23;2;39;16.6;1.64;4.83;SupInc
26;5;24;7.9;0.33;1.56;Bas
33;12;48;3.7;0.93;0.84;SupInc
55;4;59;22;6.83;6.15;Med
46;5;40;4.5;0.98;0.82;Bas
32;12;27;1.8;0.16;0.32;Med
18;0;35;12.3;0.87;3.44;Med
18;0;27;9.4;0.43;2.1;Med
23;0;33;2.9;0.23;0.72;SupCom
41;21;56;4.8;1.15;1.54;Med
22;0;21;11.8;0.67;1.81;SupCom
33;15;71;14.6;2.79;7.58;Med
24;0;128;8.9;3.55;7.84;SupCom
23;1;28;0.6;0.06;0.11;SupInc
37;3;41;14.4;2.03;3.87;SupCom
43;4;26;12.9;1.53;1.82;Bas
31;2;45;13.1;1.64;4.25;SupInc
20;0;28;8.6;0.2;2.21;SupInc
24;5;26;13.1;1.09;2.32;Med
28;4;23;4.9;0.55;0.58;SupInc
53;1;46;11.3;2.66;2.54;SupCom
26;1;63;11.9;0.94;6.55;SupCom
21;1;24;4.2;0.06;0.95;Med
22;1;29;15.8;2.94;1.64;SupInc
44;4;65;5.8;1.53;2.24;SupCom
29;6;27;6.3;0.13;1.57;Med
28;3;31;12.9;2.36;1.64;SupInc
41;4;56;7.3;2.56;1.53;Med
64;36;145;6.6;3.27;6.3;Bas
44;4;15;16.6;0.08;2.41;SupCom
21;1;23;9.5;0.14;2.05;Med
50;21;88;1.4;0.21;1.02;Med
18;0;20;19;1.33;2.47;Med
29;0;40;12.5;2.03;2.98;Posg
38;1;28;0.8;0.13;0.1;Med
30;1;65;13.4;4.55;4.16;SupCom
27;8;29;6.5;0.85;1.04;Med
28;8;45;6;0.72;1.98;Bas
27;9;31;6.3;0.27;1.69;Med
67;40;88;6.3;1.42;4.12;Bas
36;12;35;8.1;1.05;1.78;SupCom
30;3;38;11.9;0.8;3.73;SupCom
29;7;57;4.3;1.04;1.41;SupInc
18;0;20;16.7;0.46;2.88;Med
46;20;48;2.7;0.94;0.36;Bas
38;6;24;16.8;0.56;3.48;Bas
23;0;32;7.9;1.22;1.3;SupInc
41;6;190;1.9;0.86;2.75;Posg
59;7;92;7.5;3.06;3.84;SupInc
64;42;267;13.2;16.95;18.29;Med
32;7;71;19.5;4.13;9.72;SupCom
32;4;37;3.1;0.32;0.83;SupInc
22;0;28;19.8;0.44;5.1;SupCom
21;3;15;11.8;0.42;1.35;Med
66;18;70;2.8;1;0.96;Med
18;0;22;4.4;0.15;0.82;Med
40;16;53;1.2;0.42;0.21;Med
21;0;27;2.3;0.22;0.4;SupInc
35;2;27;0.8;0.1;0.11;SupInc
18;0;19;14.9;0.14;2.7;Med
27;3;38;9.7;0.44;3.24;SupInc
54;15;93;13.7;7.99;4.75;SupInc
58;2;31;3.3;0.5;0.52;Med
43;3;38;6;0.62;1.66;SupInc
42;6;49;14.7;2.85;4.36;SupCom
26;0;26;3.3;0.41;0.45;SupCom
31;8;47;24.6;5.98;5.58;SupCom
18;0;22;10.2;0.52;1.72;Med
33;4;136;10.1;5.56;8.17;SupCom
46;0;34;3.9;0.08;1.24;SupInc
35;6;81;6.8;2.84;2.67;SupCom
68;38;154;6.2;3.02;6.53;SupInc
24;0;45;6.7;0.82;2.19;SupCom
46;1;58;7.6;0.33;4.08;SupCom
38;12;86;2.4;0.87;1.19;SupInc
43;13;62;21.9;7.9;5.68;Med
20;0;27;1;0.11;0.16;SupInc
23;0;24;26.9;0.4;6.06;SupCom
45;8;41;14.8;0.26;5.81;Bas
37;7;29;4.3;0.17;1.08;Bas
51;29;285;16.6;14.81;32.5;SupInc
18;0;31;9.1;0.49;2.33;Med
33;2;66;3.1;0.83;1.21;SupCom
37;8;62;23.9;5.81;9.01;SupCom
59;22;84;16;1.85;11.59;SupInc
57;36;172;9.2;3.45;12.37;Med
19;0;39;4.4;0.73;0.99;Med
44;15;59;18.3;5.85;4.95;Med
32;0;35;18.1;1.14;5.19;Med
38;6;37;19.1;2.37;4.69;SupInc
19;0;17;12.4;0.34;1.77;Med
21;0;35;22.7;2.13;5.82;SupInc
28;7;43;23.4;0.27;9.79;Bas
19;0;30;24.3;0.53;6.76;Med
48;0;28;2.6;0.12;0.61;Bas
46;15;95;15.4;6.69;7.94;Bas
30;6;32;1.5;0.19;0.29;Med
52;30;125;15.7;8.32;11.3;Bas
33;3;36;18;2.18;4.3;Med
36;10;51;13.2;3.45;3.28;SupCom
71;13;59;24.4;2.66;11.73;Med
40;12;87;5.8;0.54;4.5;SupCom
32;5;87;10.4;0.46;8.59;SupCom
32;12;75;7.1;1.55;3.78;Med
25;1;16;4.5;0.39;0.33;SupInc
36;8;100;19.9;11.56;8.34;SupCom
22;0;18;3.5;0.33;0.3;Med
35;9;43;14.9;2.52;3.89;Med
26;4;23;8.2;0.35;1.54;SupInc
51;23;47;2.2;0.34;0.69;Bas
20;0;31;18.3;1.95;3.72;SupInc
39;7;56;10.9;4.07;2.03;Med
33;6;41;2.1;0.02;0.84;Med
25;6;18;16.3;1.86;1.07;Med
43;8;49;6;0.87;2.07;SupInc
33;0;46;15.7;0.75;6.47;Posg
36;8;58;17.2;1.28;8.7;SupCom
33;5;35;5.2;0.58;1.24;SupCom
25;5;18;12.6;0.11;2.15;Med
40;5;34;23.3;1.53;6.39;SupInc
41;14;76;18;9.18;4.5;Med
28;4;20;13.6;0.53;2.19;Bas
19;0;20;1.2;0.03;0.21;Med
25;7;27;7.6;0.23;1.82;Med
46;6;37;31.6;2.34;9.35;Bas
43;13;71;4.2;1.41;1.57;SupInc
57;25;61;1.6;0.18;0.8;Bas
70;6;22;19.9;0.5;3.88;Bas
32;7;40;6.2;0.51;1.97;Med
18;0;22;3.4;0.37;0.38;Med
23;1;42;1.3;0.17;0.38;SupInc
36;4;57;4.2;0.69;1.7;Med
20;0;27;5.1;0.53;0.85;SupInc
29;2;25;12;1.13;1.87;Posg
22;0;30;11.5;1.69;1.76;Med
41;6;87;3.7;1.02;2.2;SupCom
26;4;22;6.7;0.03;1.44;Med
40;3;21;5.3;0.09;1.02;Bas
46;12;111;5.8;1.09;5.34;SupInc
42;19;24;15.1;2;1.62;SupInc
20;0;21;15.1;1.26;1.91;SupInc
22;0;51;8.7;1.07;3.37;SupCom
20;0;13;1.1;0.05;0.09;SupInc
24;1;36;13;1;3.68;SupCom
72;48;233;28.8;18.25;48.85;Med
51;9;82;14.6;1.5;10.48;Med
57;31;1079;1.4;1.96;13.14;Posg
33;3;26;12.8;0.92;2.41;SupInc
